,Project,Commit,File,Method,CommentType,#Parameters_x,NLOC_x,Complexity_x,NLOC_slope,Params_slope,Complexity_slope,pmd_warnings_numbers,checkstyle_warnings_numbers
115,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractHashedMap.java,"AbstractHashedMap<K,V>::KeySet<K>::KeySet( final AbstractHashedMap<K,?> parent)",Not SATD,1.0,4.0,1.0,,,,0.0,0.0
116,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractHashedMap.java,"AbstractHashedMap<K,V>::AbstractHashedMap()",Not SATD,0.0,3.0,1.0,,,,0.0,0.0
117,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractHashedMap.java,"AbstractHashedMap<K,V>::HashIterator<K,V>::toString()",Not SATD,0.0,6.0,2.0,,,,0.0,1.0
118,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractHashedMap.java,"AbstractHashedMap<K,V>::AbstractHashedMap( final int initialCapacity , final float loadFactor , final int threshold)",Not SATD,3.0,7.0,1.0,,,,0.0,8.0
119,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractHashedMap.java,"AbstractHashedMap<K,V>::calculateNewCapacity( final int proposedCapacity)",Not SATD,1.0,14.0,4.0,,,,0.0,3.0
120,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractHashedMap.java,"AbstractHashedMap<K,V>::convertKey( final Object key)",SATD,1.0,3.0,2.0,,,,0.0,0.0
121,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractHashedMap.java,"AbstractHashedMap<K,V>::doWriteObject( final ObjectOutputStream out)",SATD,1.0,9.0,2.0,,,,0.0,1.0
122,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractHashedMap.java,"AbstractHashedMap<K,V>::doReadObject( final ObjectInputStream in)",Not SATD,1.0,13.0,2.0,,,,0.0,2.0
123,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractHashedMap.java,"AbstractHashedMap<K,V>::addEntry( final HashEntry<K,V> entry , final int hashIndex)",Not SATD,2.0,3.0,1.0,,,,0.0,0.0
124,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractHashedMap.java,"AbstractHashedMap<K,V>::HashEntry<K,V>::equals( final Object obj)",Not SATD,1.0,12.0,10.0,,,,0.0,1.0
125,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractHashedMap.java,"AbstractHashedMap<K,V>::HashMapIterator<K,V>::HashMapIterator( final AbstractHashedMap<K,V> parent)",Not SATD,1.0,3.0,1.0,,,,0.0,0.0
126,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractHashedMap.java,"AbstractHashedMap<K,V>::ensureCapacity( final int newCapacity)",Not SATD,1.0,29.0,6.0,,,,1.0,1.0
127,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractHashedMap.java,"AbstractHashedMap<K,V>::mapIterator()",SATD,0.0,6.0,2.0,,,,0.0,1.0
128,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractHashedMap.java,"AbstractHashedMap<K,V>::entryValue( final HashEntry<K,V> entry)",Not SATD,1.0,3.0,1.0,,,,0.0,0.0
129,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractHashedMap.java,"AbstractHashedMap<K,V>::AbstractHashedMap( final int initialCapacity)",Not SATD,1.0,3.0,1.0,,,,0.0,0.0
130,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractHashedMap.java,"AbstractHashedMap<K,V>::removeEntry( final HashEntry<K,V> entry , final int hashIndex , final HashEntry<K,V> previous)",Not SATD,3.0,7.0,2.0,,,,0.0,0.0
131,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractHashedMap.java,"AbstractHashedMap<K,V>::put( final K key , final V value)",SATD,2.0,16.0,4.0,,,,0.0,4.0
132,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractHashedMap.java,"AbstractHashedMap<K,V>::remove( Object key)",Not SATD,1.0,17.0,4.0,,,,0.0,2.0
133,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractHashedMap.java,"AbstractHashedMap<K,V>::clone()",SATD,0.0,16.0,2.0,,,,0.0,0.0
134,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractHashedMap.java,"AbstractHashedMap<K,V>::destroyEntry( final HashEntry<K,V> entry)",Not SATD,1.0,5.0,1.0,,,,0.0,0.0
135,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractHashedMap.java,"AbstractHashedMap<K,V>::putAll( final Map<?extends K,?extends V> map)",Not SATD,1.0,3.0,1.0,,,,0.0,0.0
136,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractHashedMap.java,"AbstractHashedMap<K,V>::isEqualValue( final Object value1 , final Object value2)",Not SATD,2.0,3.0,2.0,,,,0.0,0.0
137,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractHashedMap.java,"AbstractHashedMap<K,V>::createEntry( final HashEntry<K,V> next , final int hashCode , final K key , final V value)",Not SATD,4.0,3.0,1.0,,,,0.0,0.0
138,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractHashedMap.java,"AbstractHashedMap<K,V>::createValuesIterator()",Not SATD,0.0,6.0,2.0,,,,0.0,0.0
139,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractHashedMap.java,"AbstractHashedMap<K,V>::KeySet<K>::clear()",Not SATD,0.0,3.0,1.0,,,,0.0,0.0
140,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractHashedMap.java,"AbstractHashedMap<K,V>::entrySet()",SATD,0.0,6.0,2.0,,,,0.0,0.0
141,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractHashedMap.java,"AbstractHashedMap<K,V>::hash( final Object key)",Not SATD,1.0,8.0,1.0,,,,0.0,0.0
142,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractHashedMap.java,"AbstractHashedMap<K,V>::get( Object key)",SATD,1.0,12.0,4.0,,,,0.0,3.0
143,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractHashedMap.java,"AbstractHashedMap<K,V>::entryKey( final HashEntry<K,V> entry)",Not SATD,1.0,3.0,1.0,,,,0.0,0.0
144,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractHashedMap.java,"AbstractHashedMap<K,V>::isEqualKey( final Object key1 , final Object key2)",Not SATD,2.0,3.0,2.0,,,,0.0,0.0
145,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractHashedMap.java,"AbstractHashedMap<K,V>::Values<V>::Values( final AbstractHashedMap<?,V> parent)",Not SATD,1.0,4.0,1.0,,,,0.0,1.0
146,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractIterableMap.java,"AbstractIterableMap<K,V>::mapIterator()",Not SATD,0.0,3.0,1.0,,,,0.0,2.0
147,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractIteratorDecorator.java,AbstractIteratorDecorator<E>::AbstractIteratorDecorator( final Iterator<E> iterator),SATD,1.0,3.0,1.0,,,,0.0,0.0
148,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractIteratorDecorator.java,AbstractIteratorDecorator<E>::next(),Not SATD,0.0,3.0,1.0,,,,0.0,2.0
149,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractKeyValue.java,"AbstractKeyValue<K,V>::AbstractKeyValue( final K key , final V value)",Not SATD,2.0,5.0,1.0,,,,0.0,0.0
150,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractKeyValue.java,"AbstractKeyValue<K,V>::toString()",Not SATD,0.0,7.0,1.0,,,,0.0,0.0
151,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractKeyValue.java,"AbstractKeyValue<K,V>::getKey()",Not SATD,0.0,3.0,1.0,,,,0.0,0.0
152,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractKeyValue.java,"AbstractKeyValue<K,V>::getValue()",Not SATD,0.0,3.0,1.0,,,,0.0,0.0
153,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractLinkedMap.java,"AbstractLinkedMap<K,V>::ValuesIterator<V>::ValuesIterator( final AbstractLinkedMap<?,V> parent)",Not SATD,1.0,3.0,1.0,,,,0.0,0.0
154,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractLinkedMap.java,"AbstractLinkedMap<K,V>::addEntry( final HashEntry<K,V> entry , final int hashIndex)",Not SATD,2.0,8.0,1.0,,,,0.0,0.0
155,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractLinkedMap.java,"AbstractLinkedMap<K,V>::removeEntry( final HashEntry<K,V> entry , final int hashIndex , final HashEntry<K,V> previous)",Not SATD,3.0,8.0,1.0,,,,0.0,0.0
156,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractLinkedMap.java,"AbstractLinkedMap<K,V>::nextKey( final Object key)",Not SATD,1.0,4.0,3.0,,,,0.0,0.0
157,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractLinkedMap.java,"AbstractLinkedMap<K,V>::AbstractLinkedMap( final int initialCapacity)",Not SATD,1.0,3.0,1.0,,,,0.0,0.0
158,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractLinkedMap.java,"AbstractLinkedMap<K,V>::mapIterator()",SATD,0.0,6.0,2.0,,,,0.0,1.0
159,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractLinkedMap.java,"AbstractLinkedMap<K,V>::AbstractLinkedMap( final int initialCapacity , final float loadFactor)",Not SATD,2.0,3.0,1.0,,,,0.0,0.0
160,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractLinkedMap.java,"AbstractLinkedMap<K,V>::EntrySetIterator<K,V>::EntrySetIterator( final AbstractLinkedMap<K,V> parent)",Not SATD,1.0,3.0,1.0,,,,0.0,0.0
161,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractLinkedMap.java,"AbstractLinkedMap<K,V>::clear()",Not SATD,0.0,4.0,1.0,,,,0.0,1.0
162,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractLinkedMap.java,"AbstractLinkedMap<K,V>::createEntry( final HashEntry<K,V> next , final int hashCode , final K key , final V value)",Not SATD,4.0,3.0,1.0,,,,0.0,0.0
163,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractLinkedMap.java,"AbstractLinkedMap<K,V>::createValuesIterator()",SATD,0.0,6.0,2.0,,,,0.0,0.0
164,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractLinkedMap.java,"AbstractLinkedMap<K,V>::AbstractLinkedMap( final int initialCapacity , final float loadFactor , final int threshold)",Not SATD,3.0,3.0,1.0,,,,0.0,0.0
165,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractLinkedMap.java,"AbstractLinkedMap<K,V>::KeySetIterator<K>::KeySetIterator( final AbstractLinkedMap<K,?> parent)",Not SATD,1.0,3.0,1.0,,,,0.0,0.0
166,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractLinkedMap.java,"AbstractLinkedMap<K,V>::lastKey()",Not SATD,0.0,6.0,2.0,,,,0.0,0.0
167,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractLinkedMap.java,"AbstractLinkedMap<K,V>::getEntry( final int index)",Not SATD,1.0,21.0,6.0,,,,0.0,3.0
168,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractLinkedMap.java,"AbstractLinkedMap<K,V>::firstKey()",SATD,0.0,6.0,2.0,,,,0.0,0.0
169,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractLinkedMap.java,"AbstractLinkedMap<K,V>::containsValue( final Object value)",SATD,1.0,16.0,6.0,,,,0.0,2.0
170,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractLinkedMap.java,"AbstractLinkedMap<K,V>::entryBefore( final LinkEntry<K,V> entry)",SATD,1.0,3.0,1.0,,,,0.0,1.0
171,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractLinkedMap.java,"AbstractLinkedMap<K,V>::LinkEntry<K,V>::LinkEntry( final HashEntry<K,V> next , final int hashCode , final Object key , final V value)",Not SATD,4.0,3.0,1.0,,,,0.0,0.0
172,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractLinkedMap.java,"AbstractLinkedMap<K,V>::entryAfter( final LinkEntry<K,V> entry)",Not SATD,1.0,3.0,1.0,,,,0.0,0.0
173,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractLinkedMap.java,"AbstractLinkedMap<K,V>::AbstractLinkedMap()",Not SATD,0.0,3.0,1.0,,,,0.0,1.0
174,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractLinkedMap.java,"AbstractLinkedMap<K,V>::init()",Not SATD,0.0,4.0,1.0,,,,0.0,3.0
175,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractLinkedMap.java,"AbstractLinkedMap<K,V>::createEntrySetIterator()",SATD,0.0,6.0,2.0,,,,0.0,2.0
176,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractLinkedMap.java,"AbstractLinkedMap<K,V>::previousKey( final Object key)",Not SATD,1.0,4.0,3.0,,,,0.0,0.0
177,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractLinkedMap.java,"AbstractLinkedMap<K,V>::AbstractLinkedMap( final Map<?extends K,?extends V> map)",Not SATD,1.0,3.0,1.0,,,,0.0,0.0
178,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractLinkedMap.java,"AbstractLinkedMap<K,V>::createKeySetIterator()",SATD,0.0,6.0,2.0,,,,0.0,2.0
179,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractLinkedMap.java,"AbstractLinkedMap<K,V>::LinkIterator<K,V>::LinkIterator( final AbstractLinkedMap<K,V> parent)",Not SATD,1.0,6.0,1.0,,,,0.0,2.0
180,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractLinkedMap.java,"AbstractLinkedMap<K,V>::LinkMapIterator<K,V>::LinkMapIterator( final AbstractLinkedMap<K,V> parent)",Not SATD,1.0,3.0,1.0,,,,0.0,0.0
181,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractListDecorator.java,AbstractListDecorator<E>::AbstractListDecorator( final List<E> list),Not SATD,1.0,3.0,1.0,,,,0.0,0.0
182,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractListDecorator.java,"AbstractListDecorator<E>::add( final int index , final E object)",Not SATD,2.0,3.0,1.0,,,,0.0,0.0
183,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractListDecorator.java,AbstractListDecorator<E>::AbstractListDecorator(),Not SATD,0.0,3.0,1.0,,,,0.0,0.0
184,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractListDecorator.java,AbstractListDecorator<E>::decorated(),Not SATD,0.0,3.0,1.0,,,,0.0,1.0
185,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractMapDecorator.java,"AbstractMapDecorator<K,V>::decorated()",Not SATD,0.0,3.0,1.0,,,,0.0,0.0
186,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractMapDecorator.java,"AbstractMapDecorator<K,V>::AbstractMapDecorator()",Not SATD,0.0,3.0,1.0,,,,0.0,0.0
187,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractMapDecorator.java,"AbstractMapDecorator<K,V>::AbstractMapDecorator( final Map<K,V> map)",Not SATD,1.0,6.0,2.0,,,,0.0,0.0
188,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractMapDecorator.java,"AbstractMapDecorator<K,V>::clear()",Not SATD,0.0,3.0,1.0,,,,0.0,0.0
189,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractMapEntry.java,"AbstractMapEntry<K,V>::setValue( final V value)",SATD,1.0,3.0,1.0,,,,0.0,0.0
190,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractMapEntry.java,"AbstractMapEntry<K,V>::hashCode()",Not SATD,0.0,4.0,3.0,,,,0.0,2.0
191,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractMapEntry.java,"AbstractMapEntry<K,V>::equals( final Object obj)",Not SATD,1.0,12.0,10.0,,,,0.0,0.0
192,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractMapEntry.java,"AbstractMapEntry<K,V>::AbstractMapEntry( final K key , final V value)",Not SATD,2.0,3.0,1.0,,,,0.0,0.0
193,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractMapEntryDecorator.java,"AbstractMapEntryDecorator<K,V>::getKey()",Not SATD,0.0,3.0,1.0,,,,0.0,2.0
194,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractMapEntryDecorator.java,"AbstractMapEntryDecorator<K,V>::AbstractMapEntryDecorator( final Map . Entry<K,V> entry)",Not SATD,1.0,6.0,2.0,,,,0.0,0.0
195,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractMapEntryDecorator.java,"AbstractMapEntryDecorator<K,V>::getMapEntry()",Not SATD,0.0,3.0,1.0,,,,0.0,0.0
196,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractOrderedMapDecorator.java,"AbstractOrderedMapDecorator<K,V>::AbstractOrderedMapDecorator( final OrderedMap<K,V> map)",Not SATD,1.0,3.0,1.0,,,,0.0,1.0
197,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractOrderedMapDecorator.java,"AbstractOrderedMapDecorator<K,V>::firstKey()",Not SATD,0.0,3.0,1.0,,,,0.0,0.0
198,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractOrderedMapDecorator.java,"AbstractOrderedMapDecorator<K,V>::AbstractOrderedMapDecorator()",Not SATD,0.0,3.0,1.0,,,,0.0,0.0
199,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractOrderedMapDecorator.java,"AbstractOrderedMapDecorator<K,V>::decorated()",Not SATD,0.0,3.0,1.0,,,,0.0,0.0
200,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractReferenceMap.java,"AbstractReferenceMap<K,V>::ReferenceEntry<K,V>::setValue( final V obj)",Not SATD,1.0,8.0,2.0,,,,0.0,0.0
201,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractReferenceMap.java,"AbstractReferenceMap<K,V>::ReferenceEntry<K,V>::nullValue()",Not SATD,0.0,3.0,1.0,,,,0.0,0.0
202,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractReferenceMap.java,"AbstractReferenceMap<K,V>::ReferenceEntry<K,V>::toReference( final ReferenceStrength type , final T referent , final int hash)",Not SATD,3.0,12.0,4.0,,,,0.0,3.0
203,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractReferenceMap.java,"AbstractReferenceMap<K,V>::entrySet()",Not SATD,0.0,6.0,2.0,,,,0.0,0.0
204,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractReferenceMap.java,"AbstractReferenceMap<K,V>::clear()",Not SATD,0.0,5.0,2.0,,,,0.0,1.0
205,openjpa,33fc72ac857dff85f9ff1ef3173638ca504a5d22,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractReferenceMap.java,"AbstractReferenceMap<K,V>::ReferenceEntrySet<K,V>::ReferenceEntrySet( final AbstractHashedMap<K,V> parent)",SATD,1.0,3.0,1.0,,,,0.0,0.0
